Sentence_ID,sentence,sen_len,token_index,token,lang_tag,split_token,ID,FORM,UPOS,HEAD ID,HEAD,DEPREL,Categories,,,,,,
15236,no el quince es el el mummy day college .,10,10,.,0,.,10,,PUNCT,7.1,mummy_day_college,punct,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,1,hablando,spa,hablando,1,,VERB,9,big,advcl,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,2,de,spa,de,2,,ADP,4,colegio,case,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,3,tu,spa,tu,3,,PRON,4,colegio,det,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,4,colegio,spa,colegio,4,,NOUN,1,hablando,obj,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,5,tu,spa,tu,5,,PRON,6,colegio,det,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,6,colegio,spa,colegio,6,,NOUN,7,is,nsubj,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,7,is,eng,is,7,,AUX,9,big,cop,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,8,really,eng,really,8,,ADV,9,big,advmod,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,9,big,eng,big,9,,ADJ,0,root,root,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,10,and,eng,and,10,,CCONJ,9,big,cc,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,11,really,eng,really,11,,ADV,12,outdoors,advmod,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,12,outdoors,eng,outdoors,12,,ADV,9,big,amod,repitition,,,,,,
25073,hablando de tu colegio tu colegio is really big and really outdoors .,13,13,.,0,.,13,,PUNCT,9,big,punct,repitition,,,,,,
27288,and depending on el el el sonido .,8,1,and,eng,and,1,,CCONJ,2,depending,cc,repitition,,,,,,
27288,and depending on el el el sonido .,8,2,depending,eng,depending,2,,VERB,0,root,root,repitition,,,,,,
27288,and depending on el el el sonido .,8,3,on,eng,on,3,,ADP,2,depending,compound:prt,repitition,,,,,,
27288,and depending on el el el sonido .,8,4,el,spa,el,4,,DET,7,sonido,det,repitition,,,,,,
27288,and depending on el el el sonido .,8,5,el,spa,el,5,,DET,7,sonido,rep,repitition,,,,,,
27288,and depending on el el el sonido .,8,6,el,spa,el,6,,DET,7,sonido,rep,repitition,,,,,,
27288,and depending on el el el sonido .,8,7,sonido,spa,sonido,7,,NOUN,2,depending,obj,repitition,,,,,,
27288,and depending on el el el sonido .,8,8,.,0,.,8,,PUNCT,2,depending,punct,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,1,I,eng,I,1,PRON,PRON,3,had,nsubj,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,2,I,eng,I,2,PRON,PRON,3,had,rep,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,3,had,eng,had,3,VERB,VERB,0,root,root,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,4,an,eng,an,4,DET,DET,5,article,det,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,5,article,eng,article,5,NOUN,NOUN,3,had,obj,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,6,that,eng,that,6,PRON,PRON,5,article,mark,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,7,someone,eng,someone,7,PRON,PRON,8,sent,nsubj,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,8,sent,eng,sent,8,VERB,VERB,3,had,acl:rekck,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,9,me,eng,me,9,PRON,PRON,8,sent,obj,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,10,en,spa,en,10,ADP,ADP,13,internet,case,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,11,en,spa,en,11,ADP,ADP,13,internet,rep,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,12,el,spa,el,12,DET,DET,13,internet,det,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,13,internet,eng&spa,internet,13,NOUN,NOUN,8,sent,obl,repitition,,,,,,
28086,I I had an article that someone sent me en en el internet .,14,14,.,0,.,14,,PUNCT,3,had,punct,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,1,eso,spa,eso,1,,DET,2,es,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,2,es,spa,es,2,,AUX,4,cosa,cop,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,3,una,spa,una,3,,DET,4,cosa,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,4,cosa,spa,cosa,4,,NOUN,9,hacer,obj,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,5,que,spa,que,5,,SCONJ,9,hacer,mark,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,6,la,spa,la,6,,PRON,9,hacer,obj,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,7,tiene,spa,tiene,7,,AUX,9,hacer,aux,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,8,que,spa,que,8,,SCONJ,9,hacer,mark,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,9,hacer,spa,hacer,9,,VERB,0,root,root,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,10,el,spa,el,10,,DET,11,gobierno,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,11,gobierno,spa,gobierno,11,,NOUN,7,tiene,nsubj,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,12,federal,spa,federal,12,,ADJ,11,gobierno,amod,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,13,en,spa,en,13,,ADP,15,parte,case,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,14,la,spa,la,14,,DET,15,parte,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,15,parte,spa,parte,15,,NOUN,21.1,post_office,obl,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,16,de,spa,de,16,,ADP,21.1,post_office,case,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,17,del,spa,de,17,,ADP,21.1,post_office,rep,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,,,,,el,18,,DET,21.1,post_office,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,18,del,spa,de,19,,ADP,21.1,post_office,rep,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,,,,,el,20,,DET,21.1,post_office,rep,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,19,post,eng,post,21,,,,nan,,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,20,office,eng,office,22,,,,nan,,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,,,,,post_office,21.1,,NOUN,15,parte,nmod,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,21,del,spa,de,22,,ADP,24,correo,case,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,,,,,el,23,,DET,24,correo,det,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,22,correo,spa,correo,24,,NOUN,21.1,post_office,nmod,repitition,,,,,,
40677,eso es una cosa que la tiene que hacer el gobierno federal en la parte de del del post office del correo .,23,23,.,0,.,25,,PUNCT,9,hacer,punct,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,1,y,spa,y,1,,CCONJ,11,vamos,discourse,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,2,a,spa,a,2,,ADP,10,cinco,case,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,3,las,spa,las,3,,DET,10,cinco,det,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,4,y,spa,y,4,,CCONJ,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,5,a,spa,a,5,,ADP,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,6,las,spa,las,6,,DET,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,7,y,spa,y,7,,CCONJ,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,8,a,spa,a,8,,ADP,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,9,las,spa,las,9,,DET,10,cinco,rep,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,10,cinco,spa,cinco,10,,NUM,11,vamos,nummod,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,11,vamos,spa,vamos,11,,VERB,0,root,root,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,12,para,spa,para,12,,ADP,15,Fair,case,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,13,el,spa,el,13,,DET,15,Fair,det,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,14,Miami,eng,Miami,14,,NOUN,15,Fair,nmod,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,15,Fair,eng,Fair,15,,NOUN,11,vamos,obl,repitition,,,,,,
45797,y a las y a las y a las cinco vamos para el Miami Fair .,16,16,.,0,.,16,,PUNCT,11,vamos,punct,repitition,,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,1,entonces,spa,entonces,1,,ADV,11,buying,discourse,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,2,then,eng,then,2,,ADV,11,buying,rep,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,3,I,eng,I,3,,PRON,4,will,nsubj,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,4,will,eng,will,4,,AUX,11,buying,aux,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,5,I,eng,I,5,,PRON,4,will,rep,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,6,will,eng,will,6,,AUX,11,buying,rep,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,7,I,eng,I,7,,PRON,4,will,rep,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,8,will,eng,will,8,,AUX,11,buying,rep,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,9,not,eng,not,9,,ADV,11,buying,advmod,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,10,be,eng,be,10,,AUX,11,buying,aux,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,11,buying,eng,buying,11,,VERB,0,root,root,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,12,any,eng,any,12,,DET,13,stuff,det,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,13,stuff,eng,stuff,13,,NOUN,11,buying,obj,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,14,for,eng,for,14,,ADP,15,you,case,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,15,you,eng,you,15,,PRON,14,for,iobj,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,16,this,eng,this,16,,DET,17,weekend,det,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,17,weekend,eng,weekend,17,,NOUN,11,buying,advmod,"repitition, code-switched repetition",,,,,,
946,entonces then I will I will I will not be buying any stuff for you this weekend .,18,18,.,0,.,18,,PUNCT,11,buying,punct,"repitition, code-switched repetition",,,,,,
1611,I mean the el bote el bote el el boat .,11,1,I,eng,I,1,,,,nan,,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,2,mean,eng,mean,2,,,,nan,,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,,,,I_mean,1.1,,PART,5,bote,discourse,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,3,the,eng,the,3,,DET,5,bote,det,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,4,el,spa,el,4,,DET,5,bote,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,5,bote,spa,bote,5,,NOUN,0,root,root,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,6,el,spa,el,6,,DET,7,bote,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,7,bote,spa,bote,7,,NOUN,5,bote,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,8,el,spa,el,8,,DET,10,boat,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,9,el,spa,el,9,,DET,10,boat,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,10,boat,eng,boat,10,,NOUN,5,bote,rep,"code-switched repetition, repitition",,,,,,
1611,I mean the el bote el bote el el boat .,11,11,.,0,.,11,,PUNCT,5,bote,punct,"code-switched repetition, repitition",,,,,,
5941,it it sounds like you're saying escúpame .,8,1,it,eng,it,1,,PRON,3,sounds,expletive,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,2,it,eng,it,2,,PRON,3,sounds,rep,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,3,sounds,eng,sounds,3,,VERB,0,root,root,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,4,like,eng,like,4,,SCONJ,3,sounds,mark,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,5,you're,eng,you're,5,,PRON,7,saying,nsubj,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,,,,re,6,,AUX,7,saying,aux,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,6,saying,eng,saying,7,,VERB,3,sounds,ccomp,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,7,escúpame,eng,escúpa,8,,VERB,7,saying,ccomp,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,,,,me,9,,PRON,8,escúpa,obj,"repitition, contraction eng, enclisis",,,,,,
5941,it it sounds like you're saying escúpame .,8,8,.,0,.,10,,PUNCT,7,saying,punct,"repitition, contraction eng, enclisis",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,1,y,spa,y,1,,CCONJ,2,tenía,cc,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,2,tenía,spa,tenía,2,,VERB,0,root,root,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,3,un,spa,un,3,,DET,7,perrito,det,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,4,tenía,spa,tenía,4,,VERB,2,tenía,rep,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,5,un,spa,un,5,,DET,7,perrito,rep,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,6,otro,spa,otro,6,,ADJ,7,perrito,amod,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,7,perrito,spa,perrito,7,,NOUN,2,tenía,obj,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,8,que,spa,que,8,,SCONJ,10,blanco,mark,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,9,era,spa,era,9,,AUX,10,blanco,cop,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,10,blanco,spa,blanco,10,,ADJ,7,perrito,amod,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,11,pero,spa,pero,11,,CCONJ,13,rosado,discourse,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,12,estaba,spa,estaba,12,,AUX,13,rosado,cop,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,13,rosado,spa,rosado,13,,ADJ,7,perrito,conj,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,14,rosado,spa,rosado,14,,ADJ,7,perrito,rep,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,15,rosado,spa,rosado,15,,ADJ,7,perrito,rep,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,16,pink,eng,pink,16,,ADJ,7,perrito,rep,"repitition, code-switched repetition",,,,,,
10039,y tenía un tenía un otro perrito que era blanco pero estaba rosado rosado rosado pink .,17,17,.,0,.,17,,PUNCT,7,perrito,punct,"repitition, code-switched repetition",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,1,Sean,eng&spa,Sean,1,,PROPN,4,diciendo,nsubj,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,2,me,spa,me,2,,PRON,4,diciendo,iobj,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,3,estaba,spa,estaba,3,,AUX,4,diciendo,aux,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,4,diciendo,spa,diciendo,4,,VERB,0,root,root,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,5,que,spa,que,5,,SCONJ,11,making,mark,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,6,le,spa,le,6,,PRON,7,estaba,iobj,"code-switched repetition, repitition, break of thought",,,,,,
14008,Sean me estaba diciendo que le estaba he he was making fun of Curtis .,15,7,estaba,spa,estaba,7,,AUX,4,diciendo,dep,"code-switched repetition, repitition, break of thought",,,,,,
